Trans #,Type,Date,Num,P. O. #,Name,Source Name,Description,Due Date,Item,Account,Class,Tax Code,Clr,Split,Pay Meth,Qty,Debit,Credit,Amount,Balance,Account Type,Tax Amount
"363,759",Bill,06/07/2023,649,,S & S Rhind Super Fund,S & S Rhind Super Fund,,13/07/2023,,1979 · Water & Sewerage,,NCG,,1282 · Accounts Payable,,,,,,#REF!,Expense,
"363,759",Bill,06/07/2023,649,,S & S Rhind Super Fund,S & S Rhind Super Fund,,13/07/2023,,2011 · Stamp Duty,,NCG,,1282 · Accounts Payable,,,,,,#REF!,Expense,
"363,759",Bill,06/07/2023,649,,S & S Rhind Super Fund,S & S Rhind Super Fund,,13/07/2023,,1511 · Insurance,,NCG,,1282 · Accounts Payable,,,,,,#REF!,Expense,
"363,759",Bill,06/07/2023,649,,S & S Rhind Super Fund,S & S Rhind Super Fund,,13/07/2023,,1969 · Rates,,NCG,,1282 · Accounts Payable,,,,,,#REF!,Expense,
"363,759",Bill,06/07/2023,649,,Australian Tax Office,S & S Rhind Super Fund,Non-Cap. Acq. - Inc GST,13/07/2023,NCG,2200 · Tax Payable,,,,1282 · Accounts Payable,,,415.22,,415.22,#REF!,Other Current Liability,
"363,760",Bill,06/07/2023,R23430,,Coast Wide Certification,Coast Wide Certification,,16/07/2023,,1282 · Accounts Payable,,,,-SPLIT-,,,,900,-900,#REF!,Accounts Payable,
"363,760",Bill,06/07/2023,R23430,,Coast Wide Certification,Coast Wide Certification,12 Avolot cres,16/07/2023,,"1439 · Licences, Fees and Permits",,NCG,,1282 · Accounts Payable,,,818.18,,818.18,#REF!,Cost of Goods Sold,81.82
"363,760",Bill,06/07/2023,R23430,,Australian Tax Office,Coast Wide Certification,Non-Cap. Acq. - Inc GST,16/07/2023,NCG,2200 · Tax Payable,,,,1282 · Accounts Payable,,,81.82,,81.82,#REF!,Other Current Liability,
"363,761",Bill,06/07/2023,381,,Pups Concreting,Pups Concreting,,16/07/2023,,1282 · Accounts Payable,,,,-SPLIT-,,,,"3,000.00","-3,000.00",#REF!,Accounts Payable,
"363,761",Bill,06/07/2023,381,,Pups Concreting,Pups Concreting,5 Ti Tree road,16/07/2023,,1445 · Purchases,,NCG,,1282 · Accounts Payable,,,"2,727.27",,"2,727.27",#REF!,Cost of Goods Sold,272.73
"363,761",Bill,06/07/2023,381,,Australian Tax Office,Pups Concreting,Non-Cap. Acq. - Inc GST,16/07/2023,NCG,2200 · Tax Payable,,,,1282 · Accounts Payable,,,272.73,,272.73,#REF!,Other Current Liability,
"363,762",Bill,06/07/2023,June,,Nanas Animal Rescue Inc,Nanas Animal Rescue Inc,,16/07/2023,,1282 · Accounts Payable,,,,-SPLIT-,,,,750,-750,#REF!,Accounts Payable,
"363,762",Bill,06/07/2023,June,,Nanas Animal Rescue Inc,Nanas Animal Rescue Inc,June donation,16/07/2023,,1489 · Donation,,NRG,,1282 · Accounts Payable,,,750,,750,#REF!,Expense,0
"363,762",Bill,06/07/2023,June,,Australian Tax Office,Nanas Animal Rescue Inc,Not Registered for GST,16/07/2023,NRG,2200 · Tax Payable,,,,1282 · Accounts Payable,,,0,,0,#REF!,Other Current Liability,
"363,763",Bill,06/07/2023,23-50910,,Gmac Floors,Gmac Floors,,16/07/2023,,1282 · Accounts Payable,,,,-SPLIT-,,,,"2,707.65","-2,707.65",#REF!,Accounts Payable,
"363,763",Bill,06/07/2023,23-50910,,Gmac Floors,Gmac Floors,Flooring Installation,16/07/2023,,1445 · Purchases,,NCG,,1282 · Accounts Payable,,,"2,461.50",,"2,461.50",#REF!,Cost of Goods Sold,246.15
"363,763",Bill,06/07/2023,23-50910,,Australian Tax Office,Gmac Floors,Non-Cap. Acq. - Inc GST,16/07/2023,NCG,2200 · Tax Payable,,,,1282 · Accounts Payable,,,246.15,,246.15,#REF!,Other Current Liability,
"363,764",Bill,06/07/2023,10289,,A.T. Concreting,A.T. Concreting,,16/07/2023,,1282 · Accounts Payable,,,,-SPLIT-,,,,"4,500.00","-4,500.00",#REF!,Accounts Payable,
"363,764",Bill,06/07/2023,10289,,A.T. Concreting,A.T. Concreting,Lot 207 Irrawarra road,16/07/2023,,1445 · Purchases,,NCG,,1282 · Accounts Payable,,,"4,090.91",,"4,090.91",#REF!,Cost of Goods Sold,409.09
"363,764",Bill,06/07/2023,10289,,Australian Tax Office,A.T. Concreting,Non-Cap. Acq. - Inc GST,16/07/2023,NCG,2200 · Tax Payable,,,,1282 · Accounts Payable,,,409.09,,409.09,#REF!,Other Current Liability,
"363,765",Bill,06/07/2023,996403955,,Cars Plus Mechanical,Cars Plus Mechanical,,05/08/2023,,1282 · Accounts Payable,,,,-SPLIT-,,,,340,-340,#REF!,Accounts Payable,
"363,765",Bill,06/07/2023,996403955,,Cars Plus Mechanical,Cars Plus Mechanical,Service. KM and roadworthy,05/08/2023,,1847 · Repairs & Maintenance,,NCG,,1282 · Accounts Payable,,,309.09,,309.09,#REF!,Expense,30.91
"363,765",Bill,06/07/2023,996403955,,Australian Tax Office,Cars Plus Mechanical,Non-Cap. Acq. - Inc GST,05/08/2023,NCG,2200 · Tax Payable,,,,1282 · Accounts Payable,,,30.91,,30.91,#REF!,Other Current Liability,
"363,766",Bill,06/07/2023,I43431,,Gibbon Group,Gibbon Group,,05/08/2023,,1282 · Accounts Payable,,,,-SPLIT-,,,,68.7,-68.7,#REF!,Accounts Payable,
"363,766",Bill,06/07/2023,I43431,,Gibbon Group,Gibbon Group,,05/08/2023,,1445 · Purchases,,NCG,,1282 · Accounts Payable,,,62.45,,62.45,#REF!,Cost of Goods Sold,6.25
"363,766",Bill,06/07/2023,I43431,,Australian Tax Office,Gibbon Group,Non-Cap. Acq. - Inc GST,05/08/2023,NCG,2200 · Tax Payable,,,,1282 · Accounts Payable,,,6.25,,6.25,#REF!,Other Current Liability,
"363,782",Bill,06/07/2023,21123088,,Cleanaway Noosaville,Cleanaway Noosaville,,20/07/2023,,1282 · Accounts Payable,,,,-SPLIT-,,,,"1,356.70","-1,356.70",#REF!,Accounts Payable,
"363,782",Bill,06/07/2023,21123088,,Cleanaway Noosaville,Cleanaway Noosaville,Waste management,20/07/2023,,1926 · Waste Expenses,,NCG,,1282 · Accounts Payable,,,"1,233.36",,"1,233.36",#REF!,Expense,123.34
"363,782",Bill,06/07/2023,21123088,,Australian Tax Office,Cleanaway Noosaville,Non-Cap. Acq. - Inc GST,20/07/2023,NCG,2200 · Tax Payable,,,,1282 · Accounts Payable,,,123.34,,123.34,#REF!,Other Current Liability,
"363,783",Bill,06/07/2023,QM449,,Floating Floors,Floating Floors,,16/07/2023,,1282 · Accounts Payable,,,,-SPLIT-,,,,659.64,-659.64,#REF!,Accounts Payable,
"363,783",Bill,06/07/2023,QM449,,Floating Floors,Floating Floors,,16/07/2023,,1442 · Purchases,,NCG,,1282 · Accounts Payable,,,599.67,,599.67,#REF!,Cost of Goods Sold,59.97
"363,783",Bill,06/07/2023,QM449,,Australian Tax Office,Floating Floors,Non-Cap. Acq. - Inc GST,16/07/2023,NCG,2200 · Tax Payable,,,,1282 · Accounts Payable,,,59.97,,59.97,#REF!,Other Current Liability,
"363,784",Bill,06/07/2023,45790,,Noosa Council,Noosa Council,,16/07/2023,,1282 · Accounts Payable,,,,-SPLIT-,,,,230.1,-230.1,#REF!,Accounts Payable,
"363,784",Bill,06/07/2023,45790,,Noosa Council,Noosa Council,Tip fees,16/07/2023,,1926 · Waste Expenses,,NCG,,1282 · Accounts Payable,,,209.18,,209.18,#REF!,Expense,20.92
"363,784",Bill,06/07/2023,45790,,Australian Tax Office,Noosa Council,Non-Cap. Acq. - Inc GST,16/07/2023,NCG,2200 · Tax Payable,,,,1282 · Accounts Payable,,,20.92,,20.92,#REF!,Other Current Liability,
"363,785",Bill,06/07/2023,2368,,Urban Transport,Urban Transport,,16/07/2023,,1282 · Accounts Payable,,,,-SPLIT-,,,,"2,021.91","-2,021.91",#REF!,Accounts Payable,
"363,785",Bill,06/07/2023,2368,,Urban Transport,Urban Transport,,16/07/2023,,1441 · Freight & Cartige,,NCG,,1282 · Accounts Payable,,,"1,838.10",,"1,838.10",#REF!,Cost of Goods Sold,183.81
"363,785",Bill,06/07/2023,2368,,Australian Tax Office,Urban Transport,Non-Cap. Acq. - Inc GST,16/07/2023,NCG,2200 · Tax Payable,,,,1282 · Accounts Payable,,,183.81,,183.81,#REF!,Other Current Liability,
"363,786",Bill,06/07/2023,363786,,Ergon Energy,Ergon Energy,,06/07/2023,,1282 · Accounts Payable,,,,-SPLIT-,,,,88.26,-88.26,#REF!,Accounts Payable,
"363,786",Bill,06/07/2023,363786,,Ergon Energy,Ergon Energy,06.06.23-03.07.23,06/07/2023,,1492 · 2/26 HBD,,NCG,,1282 · Accounts Payable,,,80.24,,80.24,#REF!,Expense,8.02
"363,786",Bill,06/07/2023,363786,,Australian Tax Office,Ergon Energy,Non-Cap. Acq. - Inc GST,06/07/2023,NCG,2200 · Tax Payable,,,,1282 · Accounts Payable,,,8.02,,8.02,#REF!,Other Current Liability,
"363,848",Bill,07/07/2023,35362,,FBHS (Aust) Pty Ltd,FBHS (Aust) Pty Ltd,,07/07/2023,,1282 · Accounts Payable,,,,-SPLIT-,,,,639.02,-639.02,#REF!,Accounts Payable,
"363,848",Bill,07/07/2023,35362,,FBHS (Aust) Pty Ltd,FBHS (Aust) Pty Ltd,Aaron Hudson,07/07/2023,,"1439 · Licences, Fees and Permits",,NCG,,1282 · Accounts Payable,,,580.93,,580.93,#REF!,Cost of Goods Sold,58.09
"363,848",Bill,07/07/2023,35362,,Australian Tax Office,FBHS (Aust) Pty Ltd,Non-Cap. Acq. - Inc GST,07/07/2023,NCG,2200 · Tax Payable,,,,1282 · Accounts Payable,,,58.09,,58.09,#REF!,Other Current Liability,
"363,849",Bill,07/07/2023,34824,,FBHS (Aust) Pty Ltd,FBHS (Aust) Pty Ltd,,07/07/2023,,1282 · Accounts Payable,,,,-SPLIT-,,,,484.98,-484.98,#REF!,Accounts Payable,
"363,849",Bill,07/07/2023,34824,,FBHS (Aust) Pty Ltd,FBHS (Aust) Pty Ltd,Phil Lenton,07/07/2023,,"1439 · Licences, Fees and Permits",,NCG,,1282 · Accounts Payable,,,440.89,,440.89,#REF!,Cost of Goods Sold,44.09
"363,849",Bill,07/07/2023,34824,,Australian Tax Office,FBHS (Aust) Pty Ltd,Non-Cap. Acq. - Inc GST,07/07/2023,NCG,2200 · Tax Payable,,,,1282 · Accounts Payable,,,44.09,,44.09,#REF!,Other Current Liability,
"363,850",Bill,07/07/2023,ADG3961201,,C & L Kertland Pty Ltd,C & L Kertland Pty Ltd,,07/07/2023,,1282 · Accounts Payable,,,,-SPLIT-,,,,"8,950.00","-8,950.00",#REF!,Accounts Payable,
"363,850",Bill,07/07/2023,ADG3961201,,C & L Kertland Pty Ltd,C & L Kertland Pty Ltd,207 Irrawarra road,07/07/2023,,1445 · Purchases,,NCG,,1282 · Accounts Payable,,,"8,136.36",,"8,136.36",#REF!,Cost of Goods Sold,813.64
"363,850",Bill,07/07/2023,ADG3961201,,Australian Tax Office,C & L Kertland Pty Ltd,Non-Cap. Acq. - Inc GST,07/07/2023,NCG,2200 · Tax Payable,,,,1282 · Accounts Payable,,,813.64,,813.64,#REF!,Other Current Liability,
"363,851",Bill,07/07/2023,1278483,,Ozroll Pty Ltd,Ozroll Pty Ltd,,07/07/2023,,1282 · Accounts Payable,,,,-SPLIT-,,,,253,-253,#REF!,Accounts Payable,
"363,851",Bill,07/07/2023,1278483,,Ozroll Pty Ltd,Ozroll Pty Ltd,,07/07/2023,,1445 · Purchases,,NCG,,1282 · Accounts Payable,,,230,,230,#REF!,Cost of Goods Sold,23
"363,851",Bill,07/07/2023,1278483,,Australian Tax Office,Ozroll Pty Ltd,Non-Cap. Acq. - Inc GST,07/07/2023,NCG,2200 · Tax Payable,,,,1282 · Accounts Payable,,,23,,23,#REF!,Other Current Liability,
"363,852",Bill,07/07/2023,5939414,,Bremick Fasteners,Bremick Fasteners,,06/08/2023,,1282 · Accounts Payable,,,,-SPLIT-,,,,615.27,-615.27,#REF!,Accounts Payable,
"363,852",Bill,07/07/2023,5939414,,Bremick Fasteners,Bremick Fasteners,,06/08/2023,,1445 · Purchases,,NCG,,1282 · Accounts Payable,,,559.34,,559.34,#REF!,Cost of Goods Sold,55.93
"363,852",Bill,07/07/2023,5939414,,Australian Tax Office,Bremick Fasteners,Non-Cap. Acq. - Inc GST,06/08/2023,NCG,2200 · Tax Payable,,,,1282 · Accounts Payable,,,55.93,,55.93,#REF!,Other Current Liability,
"363,853",Bill,07/07/2023,202362561,,Fluid Building Approvals,Fluid Building Approvals,,17/07/2023,,1282 · Accounts Payable,,,,-SPLIT-,,,,110,-110,#REF!,Accounts Payable,
"363,853",Bill,07/07/2023,202362561,,Fluid Building Approvals,Fluid Building Approvals,Lot 13 (27) Coachman place,17/07/2023,,"1439 · Licences, Fees and Permits",,NCG,,1282 · Accounts Payable,,,100,,100,#REF!,Cost of Goods Sold,10
"363,853",Bill,07/07/2023,202362561,,Australian Tax Office,Fluid Building Approvals,Non-Cap. Acq. - Inc GST,17/07/2023,NCG,2200 · Tax Payable,,,,1282 · Accounts Payable,,,10,,10,#REF!,Other Current Liability,
"363,867",Bill,07/07/2023,845,,Fraser Coast Shed Builders Pty Ltd,Fraser Coast Shed Builders Pty Ltd,,07/07/2023,,1282 · Accounts Payable,,,,-SPLIT-,,,,"14,000.00","-14,000.00",#REF!,Accounts Payable,
"363,867",Bill,07/07/2023,845,,Fraser Coast Shed Builders Pty Ltd,Fraser Coast Shed Builders Pty Ltd,Kearnes,07/07/2023,,1445 · Purchases,,NCG,,1282 · Accounts Payable,,,"12,727.27",,"12,727.27",#REF!,Cost of Goods Sold,"1,272.73"
"363,867",Bill,07/07/2023,845,,Australian Tax Office,Fraser Coast Shed Builders Pty Ltd,Non-Cap. Acq. - Inc GST,07/07/2023,NCG,2200 · Tax Payable,,,,1282 · Accounts Payable,,,"1,272.73",,"1,272.73",#REF!,Other Current Liability,
"363,872",Bill,10/07/2023,363872,,C & L Kertland Pty Ltd,C & L Kertland Pty Ltd,,10/07/2023,,1282 · Accounts Payable,,,,-SPLIT-,,,,"1,500.00","-1,500.00",#REF!,Accounts Payable,
"363,872",Bill,10/07/2023,363872,,C & L Kertland Pty Ltd,C & L Kertland Pty Ltd,Monthly Rebate,10/07/2023,,1445 · Purchases,,NCG,,1282 · Accounts Payable,,,"1,363.64",,"1,363.64",#REF!,Cost of Goods Sold,136.36
"363,872",Bill,10/07/2023,363872,,Australian Tax Office,C & L Kertland Pty Ltd,Non-Cap. Acq. - Inc GST,10/07/2023,NCG,2200 · Tax Payable,,,,1282 · Accounts Payable,,,136.36,,136.36,#REF!,Other Current Liability,
"363,873",Bill,10/07/2023,363873,,Fraser Coast Shed Builders Pty Ltd,Fraser Coast Shed Builders Pty Ltd,,10/07/2023,,1282 · Accounts Payable,,,,-SPLIT-,,,,"3,000.00","-3,000.00",#REF!,Accounts Payable,
"363,873",Bill,10/07/2023,363873,,Fraser Coast Shed Builders Pty Ltd,Fraser Coast Shed Builders Pty Ltd,Monthly Rebate,10/07/2023,,1445 · Purchases,,NCG,,1282 · Accounts Payable,,,"2,727.27",,"2,727.27",#REF!,Cost of Goods Sold,272.73
"363,873",Bill,10/07/2023,363873,,Australian Tax Office,Fraser Coast Shed Builders Pty Ltd,Non-Cap. Acq. - Inc GST,10/07/2023,NCG,2200 · Tax Payable,,,,1282 · Accounts Payable,,,272.73,,272.73,#REF!,Other Current Liability,
"363,941",Bill,10/07/2023,363941,,Matthew Hearps,Matthew Hearps,,20/07/2023,,1282 · Accounts Payable,,,,-SPLIT-,,,,"3,000.00","-3,000.00",#REF!,Accounts Payable,
"363,941",Bill,10/07/2023,363941,,Matthew Hearps,Matthew Hearps,Rebate,20/07/2023,,1445 · Purchases,,NCG,,1282 · Accounts Payable,,,"2,727.27",,"2,727.27",#REF!,Cost of Goods Sold,272.73
"363,941",Bill,10/07/2023,363941,,Australian Tax Office,Matthew Hearps,Non-Cap. Acq. - Inc GST,20/07/2023,NCG,2200 · Tax Payable,,,,1282 · Accounts Payable,,,272.73,,272.73,#REF!,Other Current Liability,
"364,136",Bill,11/07/2023,202362591,,Fluid Building Approvals,Fluid Building Approvals,,21/07/2023,,1282 · Accounts Payable,,,,-SPLIT-,,,,905,-905,#REF!,Accounts Payable,
"364,136",Bill,11/07/2023,202362591,,Fluid Building Approvals,Fluid Building Approvals,Lot 7 (139/58) Nissen street,21/07/2023,,"1439 · Licences, Fees and Permits",,NCG,,1282 · Accounts Payable,,,822.73,,822.73,#REF!,Cost of Goods Sold,82.27
"364,136",Bill,11/07/2023,202362591,,Australian Tax Office,Fluid Building Approvals,Non-Cap. Acq. - Inc GST,21/07/2023,NCG,2200 · Tax Payable,,,,1282 · Accounts Payable,,,82.27,,82.27,#REF!,Other Current Liability,
"364,137",Bill,11/07/2023,202362578,,Fluid Building Approvals,Fluid Building Approvals,,21/07/2023,,1282 · Accounts Payable,,,,-SPLIT-,,,,670,-670,#REF!,Accounts Payable,
"364,137",Bill,11/07/2023,202362578,,Fluid Building Approvals,Fluid Building Approvals,Lot 22 (1) Edwards street,21/07/2023,,"1439 · Licences, Fees and Permits",,NCG,,1282 · Accounts Payable,,,609.09,,609.09,#REF!,Cost of Goods Sold,60.91
"364,137",Bill,11/07/2023,202362578,,Australian Tax Office,Fluid Building Approvals,Non-Cap. Acq. - Inc GST,21/07/2023,NCG,2200 · Tax Payable,,,,1282 · Accounts Payable,,,60.91,,60.91,#REF!,Other Current Liability,
"364,138",Bill,11/07/2023,202362575,,Fluid Building Approvals,Fluid Building Approvals,,21/07/2023,,1282 · Accounts Payable,,,,-SPLIT-,,,,670,-670,#REF!,Accounts Payable,
"364,138",Bill,11/07/2023,202362575,,Fluid Building Approvals,Fluid Building Approvals,Lot 2 (Unit 2/38) Traviston street,21/07/2023,,"1439 · Licences, Fees and Permits",,NCG,,1282 · Accounts Payable,,,609.09,,609.09,#REF!,Cost of Goods Sold,60.91
"364,138",Bill,11/07/2023,202362575,,Australian Tax Office,Fluid Building Approvals,Non-Cap. Acq. - Inc GST,21/07/2023,NCG,2200 · Tax Payable,,,,1282 · Accounts Payable,,,60.91,,60.91,#REF!,Other Current Liability,
"364,139",Bill,11/07/2023,202362573,,Fluid Building Approvals,Fluid Building Approvals,,21/07/2023,,1282 · Accounts Payable,,,,-SPLIT-,,,,670,-670,#REF!,Accounts Payable,
"364,139",Bill,11/07/2023,202362573,,Fluid Building Approvals,Fluid Building Approvals,Lot 8 (8) Shell street,21/07/2023,,"1439 · Licences, Fees and Permits",,NCG,,1282 · Accounts Payable,,,609.09,,609.09,#REF!,Cost of Goods Sold,60.91
"364,139",Bill,11/07/2023,202362573,,Australian Tax Office,Fluid Building Approvals,Non-Cap. Acq. - Inc GST,21/07/2023,NCG,2200 · Tax Payable,,,,1282 · Accounts Payable,,,60.91,,60.91,#REF!,Other Current Liability,
"364,140",Bill,11/07/2023,CAR23/0237,,FCRC,FCRC,,11/07/2023,,1282 · Accounts Payable,,,,-SPLIT-,,,,528,-528,#REF!,Accounts Payable,
"364,140",Bill,11/07/2023,CAR23/0237,,FCRC,FCRC,,11/07/2023,,2024 · Tip Fees,,NCG,,1282 · Accounts Payable,,,480,,480,#REF!,Expense,48
"364,140",Bill,11/07/2023,CAR23/0237,,Australian Tax Office,FCRC,Non-Cap. Acq. - Inc GST,11/07/2023,NCG,2200 · Tax Payable,,,,1282 · Accounts Payable,,,48,,48,#REF!,Other Current Liability,
"364,141",Bill,11/07/2023,CAR23/0241,,FCRC,FCRC,,11/07/2023,,1282 · Accounts Payable,,,,-SPLIT-,,,,528,-528,#REF!,Accounts Payable,
"364,141",Bill,11/07/2023,CAR23/0241,,FCRC,FCRC,,11/07/2023,,"1439 · Licences, Fees and Permits",,NCG,,1282 · Accounts Payable,,,480,,480,#REF!,Cost of Goods Sold,48
"364,141",Bill,11/07/2023,CAR23/0241,,Australian Tax Office,FCRC,Non-Cap. Acq. - Inc GST,11/07/2023,NCG,2200 · Tax Payable,,,,1282 · Accounts Payable,,,48,,48,#REF!,Other Current Liability,
"364,142",Bill,11/07/2023,34959,,FBHS (Aust) Pty Ltd,FBHS (Aust) Pty Ltd,,11/07/2023,,1282 · Accounts Payable,,,,-SPLIT-,,,,345.71,-345.71,#REF!,Accounts Payable,
"364,142",Bill,11/07/2023,34959,,FBHS (Aust) Pty Ltd,FBHS (Aust) Pty Ltd,Miek Rebbeechi,11/07/2023,,"1439 · Licences, Fees and Permits",,NCG,,1282 · Accounts Payable,,,314.28,,314.28,#REF!,Cost of Goods Sold,31.43
"364,142",Bill,11/07/2023,34959,,Australian Tax Office,FBHS (Aust) Pty Ltd,Non-Cap. Acq. - Inc GST,11/07/2023,NCG,2200 · Tax Payable,,,,1282 · Accounts Payable,,,31.43,,31.43,#REF!,Other Current Liability,
"364,143",Bill,11/07/2023,35320,,FBHS (Aust) Pty Ltd,FBHS (Aust) Pty Ltd,,11/07/2023,,1282 · Accounts Payable,,,,-SPLIT-,,,,339.43,-339.43,#REF!,Accounts Payable,
"364,143",Bill,11/07/2023,35320,,FBHS (Aust) Pty Ltd,FBHS (Aust) Pty Ltd,John Gardner,11/07/2023,,"1439 · Licences, Fees and Permits",,NCG,,1282 · Accounts Payable,,,308.57,,308.57,#REF!,Cost of Goods Sold,30.86
"364,143",Bill,11/07/2023,35320,,Australian Tax Office,FBHS (Aust) Pty Ltd,Non-Cap. Acq. - Inc GST,11/07/2023,NCG,2200 · Tax Payable,,,,1282 · Accounts Payable,,,30.86,,30.86,#REF!,Other Current Liability,
"364,144",Bill,11/07/2023,35100,,FBHS (Aust) Pty Ltd,FBHS (Aust) Pty Ltd,,11/07/2023,,1282 · Accounts Payable,,,,-SPLIT-,,,,345.52,-345.52,#REF!,Accounts Payable,
"364,144",Bill,11/07/2023,35100,,FBHS (Aust) Pty Ltd,FBHS (Aust) Pty Ltd,Di Forward,11/07/2023,,"1439 · Licences, Fees and Permits",,NCG,,1282 · Accounts Payable,,,314.11,,314.11,#REF!,Cost of Goods Sold,31.41
"364,144",Bill,11/07/2023,35100,,Australian Tax Office,FBHS (Aust) Pty Ltd,Non-Cap. Acq. - Inc GST,11/07/2023,NCG,2200 · Tax Payable,,,,1282 · Accounts Payable,,,31.41,,31.41,#REF!,Other Current Liability,
"364,145",Bill,11/07/2023,35073,,FBHS (Aust) Pty Ltd,FBHS (Aust) Pty Ltd,,11/07/2023,,1282 · Accounts Payable,,,,-SPLIT-,,,,489.02,-489.02,#REF!,Accounts Payable,
"364,145",Bill,11/07/2023,35073,,FBHS (Aust) Pty Ltd,FBHS (Aust) Pty Ltd,Geoff & Liz Ingram,11/07/2023,,"1439 · Licences, Fees and Permits",,NCG,,1282 · Accounts Payable,,,444.56,,444.56,#REF!,Cost of Goods Sold,44.46
"364,145",Bill,11/07/2023,35073,,Australian Tax Office,FBHS (Aust) Pty Ltd,Non-Cap. Acq. - Inc GST,11/07/2023,NCG,2200 · Tax Payable,,,,1282 · Accounts Payable,,,44.46,,44.46,#REF!,Other Current Liability,
"364,146",Bill,11/07/2023,35147,,FBHS (Aust) Pty Ltd,FBHS (Aust) Pty Ltd,,11/07/2023,,1282 · Accounts Payable,,,,-SPLIT-,,,,344.4,-344.4,#REF!,Accounts Payable,
"364,146",Bill,11/07/2023,35147,,FBHS (Aust) Pty Ltd,FBHS (Aust) Pty Ltd,Ian Thacker,11/07/2023,,"1439 · Licences, Fees and Permits",,NCG,,1282 · Accounts Payable,,,313.09,,313.09,#REF!,Cost of Goods Sold,31.31
"364,146",Bill,11/07/2023,35147,,Australian Tax Office,FBHS (Aust) Pty Ltd,Non-Cap. Acq. - Inc GST,11/07/2023,NCG,2200 · Tax Payable,,,,1282 · Accounts Payable,,,31.31,,31.31,#REF!,Other Current Liability,
"364,147",Bill,11/07/2023,35026,,FBHS (Aust) Pty Ltd,FBHS (Aust) Pty Ltd,,11/07/2023,,1282 · Accounts Payable,,,,-SPLIT-,,,,343.84,-343.84,#REF!,Accounts Payable,
"364,147",Bill,11/07/2023,35026,,FBHS (Aust) Pty Ltd,FBHS (Aust) Pty Ltd,Rebecca Parker,11/07/2023,,"1439 · Licences, Fees and Permits",,NCG,,1282 · Accounts Payable,,,312.58,,312.58,#REF!,Cost of Goods Sold,31.26
"364,147",Bill,11/07/2023,35026,,Australian Tax Office,FBHS (Aust) Pty Ltd,Non-Cap. Acq. - Inc GST,11/07/2023,NCG,2200 · Tax Payable,,,,1282 · Accounts Payable,,,31.26,,31.26,#REF!,Other Current Liability,
"364,148",Bill,11/07/2023,35332,,FBHS (Aust) Pty Ltd,FBHS (Aust) Pty Ltd,,11/07/2023,,1282 · Accounts Payable,,,,-SPLIT-,,,,246.27,-246.27,#REF!,Accounts Payable,
"364,148",Bill,11/07/2023,35332,,FBHS (Aust) Pty Ltd,FBHS (Aust) Pty Ltd,Karen Innes,11/07/2023,,"1439 · Licences, Fees and Permits",,NCG,,1282 · Accounts Payable,,,223.88,,223.88,#REF!,Cost of Goods Sold,22.39
"364,148",Bill,11/07/2023,35332,,Australian Tax Office,FBHS (Aust) Pty Ltd,Non-Cap. Acq. - Inc GST,11/07/2023,NCG,2200 · Tax Payable,,,,1282 · Accounts Payable,,,22.39,,22.39,#REF!,Other Current Liability,
"364,149",Bill,11/07/2023,6041684,,Bremick Fasteners,Bremick Fasteners,,10/08/2023,,1282 · Accounts Payable,,,,-SPLIT-,,,,97.51,-97.51,#REF!,Accounts Payable,
"364,149",Bill,11/07/2023,6041684,,Bremick Fasteners,Bremick Fasteners,,10/08/2023,,1445 · Purchases,,NCG,,1282 · Accounts Payable,,,88.65,,88.65,#REF!,Cost of Goods Sold,8.86
"364,149",Bill,11/07/2023,6041684,,Australian Tax Office,Bremick Fasteners,Non-Cap. Acq. - Inc GST,10/08/2023,NCG,2200 · Tax Payable,,,,1282 · Accounts Payable,,,8.86,,8.86,#REF!,Other Current Liability,
"364,150",Bill,11/07/2023,6055560,,Bremick Fasteners,Bremick Fasteners,,10/08/2023,,1282 · Accounts Payable,,,,-SPLIT-,,,,67.98,-67.98,#REF!,Accounts Payable,
"364,150",Bill,11/07/2023,6055560,,Bremick Fasteners,Bremick Fasteners,,10/08/2023,,1445 · Purchases,,NCG,,1282 · Accounts Payable,,,61.8,,61.8,#REF!,Cost of Goods Sold,6.18
"364,150",Bill,11/07/2023,6055560,,Australian Tax Office,Bremick Fasteners,Non-Cap. Acq. - Inc GST,10/08/2023,NCG,2200 · Tax Payable,,,,1282 · Accounts Payable,,,6.18,,6.18,#REF!,Other Current Liability,
"364,151",Bill,11/07/2023,R23434,,Coast Wide Certification,Coast Wide Certification,,21/07/2023,,1282 · Accounts Payable,,,,-SPLIT-,,,,"1,000.00","-1,000.00",#REF!,Accounts Payable,
"364,151",Bill,11/07/2023,R23434,,Coast Wide Certification,Coast Wide Certification,59 ti tree road,21/07/2023,,"1439 · Licences, Fees and Permits",,NCG,,1282 · Accounts Payable,,,909.09,,909.09,#REF!,Cost of Goods Sold,90.91
"364,151",Bill,11/07/2023,R23434,,Australian Tax Office,Coast Wide Certification,Non-Cap. Acq. - Inc GST,21/07/2023,NCG,2200 · Tax Payable,,,,1282 · Accounts Payable,,,90.91,,90.91,#REF!,Other Current Liability,
"364,152",Bill,11/07/2023,20235193,,Rapid Building Approval,Rapid Building Approval,,21/07/2023,,1282 · Accounts Payable,,,,-SPLIT-,,,,"1,012.00","-1,012.00",#REF!,Accounts Payable,
